year,champion_team,runner_up_team,championship_score,championship_game_date,location,mvp_player,mvp_team,mvp_source
2021,Santa Barbara CA Foresters,Austin Lonestar TX,14-2,2021-08-14,"Wichita, Kan. (Riverfront Stadium)",,,unknown
