year,team_name,player_name,ip,h,r,er,bb,so,ab,bf,fo,go,hbp,wp,bk,rbi
2013,Seattle WA Studs,"David Benson W,1-0",9.0,4,1,1,1,4,30,31,9,13,0,0,0,0
2013,Wellington KS Heat,"Brady Bowen L,0-1",6.0,8,5,4,2,4,24,28,2,11,0,0,0,0
2013,Wellington KS Heat,Brandon McMillan,1.2,0,0,0,0,1,3,5,3,0,1,0,0,0
2013,Wellington KS Heat,Noah Coleman,0.1,0,0,0,0,1,1,1,0,0,0,0,0,0
2013,Wellington KS Heat,Scott Hoffman,1.0,0,0,0,0,0,3,3,1,2,0,0,0,0
