year,champion_team,runner_up_team,championship_score,championship_game_date,location,mvp_player,mvp_team,mvp_source
2024,Hays KS Larks,Hutchinson KS Monarchs,7-3,2024-08-03,"Wichita, Kan. (Eck Stadium)",Garrett Gruell,Hays KS Larks,official
